t,x,y
224,70.7107,70.6617
225,70.7107,70.6617
226,70.7107,70.6617
227,70.7107,70.6617
228,70.7107,70.6617
229,70.7107,70.6617
230,70.7107,70.6617
231,70.7107,70.6617
232,70.7107,70.6617
233,70.7107,70.6617
234,70.7107,70.6617
235,70.7107,70.6617
236,70.7107,70.6617
237,70.7107,70.6617
238,70.7107,70.6617
239,70.7107,70.6617
240,70.7107,70.6617
241,70.7107,70.6617
242,70.7107,70.6617
243,70.7107,70.6617
244,70.7107,70.6617
245,70.7107,70.6617
246,70.7107,70.6617
247,70.7107,70.6617
248,70.7107,70.6617
249,70.7107,70.6617
250,70.7107,70.6617
251,70.7107,70.6617
252,70.7107,70.6617
253,70.7107,70.6617
254,70.7107,70.6617
255,70.7107,70.6617
256,70.7107,70.6617
257,70.7107,70.6617
258,70.7107,70.6617
259,70.7107,70.6617
260,70.7107,70.6617
261,70.7107,70.6617
262,70.7107,70.6617
263,70.7107,70.6617
264,70.7107,70.6617
265,70.7107,70.6617
266,70.7107,70.6617
267,70.7107,70.6617
268,70.7107,70.6617
269,70.7107,70.6617
270,70.7107,70.6617
271,70.7107,70.6617
272,70.7107,70.6617
273,70.7107,70.6617
274,70.7107,70.6617
275,70.7107,70.6617
276,70.7107,70.6617
277,70.7107,70.6617
278,70.7107,70.6617
279,70.7107,70.6617
280,70.7107,70.6617
281,70.7107,70.6617
282,70.7107,70.6617
283,70.7107,70.6617
284,70.7107,70.6617
285,70.7107,70.6617
286,70.7107,70.6617
287,70.7107,70.6617
288,70.7107,70.6617
289,70.7107,70.6617
290,70.7107,70.6617
291,70.7107,70.6617
292,70.7107,70.6617
293,70.7107,70.6617
294,70.7107,70.6617
295,70.7107,70.6617
296,70.7107,70.6617
297,70.7107,70.6617
298,70.7107,70.6617
299,70.7107,70.6617
300,70.7107,70.6617
301,70.7107,70.6617
302,70.7107,70.6617
303,70.7107,70.6617
304,70.7107,70.6617
305,70.7107,70.6617
306,70.7107,70.6617
307,70.7107,70.6617
308,70.7107,70.6617
309,70.7107,70.6617
310,70.7107,70.6617
311,70.7107,70.6617
312,70.7107,70.6617
313,70.7107,70.6617
314,70.7107,70.6617
315,70.7107,70.6617
316,70.7107,70.6617
317,70.7107,70.6617
318,70.7107,70.6617
319,70.7107,70.6617
320,70.7107,70.6617
321,70.7107,70.6617
322,70.7107,70.6617
323,70.7107,70.6617
324,70.7107,70.6617
325,70.7107,70.6617
326,70.7107,70.6617
327,70.7107,70.6617
328,70.7107,70.6617
329,70.7107,70.6617
330,70.7107,70.6617
331,70.7107,70.6617
332,70.7107,70.6617
333,70.7107,70.6617
334,70.7107,70.6617
335,70.7107,70.6617
336,70.7107,70.6617
337,70.7107,70.6617
338,70.7107,70.6617
339,70.7107,70.6617
340,70.7107,70.6617
341,70.7107,70.6617
342,70.7107,70.6617
343,70.7107,70.6617
344,70.7107,70.6617
345,70.7107,70.6617
346,70.7107,70.6617
347,70.7107,70.6617
348,70.7107,70.6617
349,70.7107,70.6617
350,70.7107,70.6617
351,70.7107,70.6617
352,70.7107,70.6617
353,70.7107,70.6617
354,70.7107,70.6617
355,70.7107,70.6617
356,70.7107,70.6617
357,70.7107,70.6617
358,70.7107,70.6617
359,70.7107,70.6617
360,70.7107,70.6617
361,70.7107,70.6617
362,70.7107,70.6617
363,70.7107,70.6617
364,70.7107,70.6617
365,70.7107,70.6617
366,70.7107,70.6617
367,70.7107,70.6617
368,70.7107,70.6617
369,70.7107,70.6617
370,70.7107,70.6617
371,70.7107,70.6617
372,70.7107,70.6617
373,70.7107,70.6617
374,70.7107,70.6617
375,70.7107,70.6617
376,70.7107,70.6617
377,70.7107,70.6617
378,70.7107,70.6617
379,70.7107,70.6617
380,70.7107,70.6617
381,70.7107,70.6617
382,70.7107,70.6617
383,70.7107,70.6617
384,70.7107,70.6617
385,70.7107,70.6617
386,70.7107,70.6617
387,70.7107,70.6617
388,70.7107,70.6617
389,70.7107,70.6617
390,70.7107,70.6617
391,70.7107,70.6617
392,70.7107,70.6617
393,70.7107,70.6617
394,70.7107,70.6617
395,70.7107,70.6617
396,70.7107,70.6617
397,70.7107,70.6617
398,70.7107,70.6617
399,70.7107,70.6617
400,70.7107,70.6617
401,70.7107,70.6617
402,70.7107,70.6617
403,70.7107,70.6617
404,70.7107,70.6617
405,70.7107,70.6617
406,70.7107,70.6617
407,70.7107,70.6617
408,70.7107,70.6617
409,70.7107,70.6617
410,70.7107,70.6617
411,70.7107,70.6617
412,70.7107,70.6617
413,70.7107,70.6617
414,70.7107,70.6617
415,70.7107,70.6617
416,70.7107,70.6617
417,70.7107,70.6617
418,70.7107,70.6617
419,70.7107,70.6617
420,70.7107,70.6617
421,70.7107,70.6617
422,70.7107,70.6617
423,70.7107,70.6617
424,70.7107,70.6617
425,70.7107,70.6617
426,70.7107,70.6617
427,70.7107,70.6617
428,70.7107,70.6617
429,70.7107,70.6617
430,70.7107,70.6617
431,70.7107,70.6617
432,70.7107,70.6617
433,70.7107,70.6617
434,70.7107,70.6617
435,70.7107,70.6617
436,70.7107,70.6617
437,70.7107,70.6617
438,70.7107,70.6617
439,70.7107,70.6617
440,70.7107,70.6617
441,70.7107,70.6617
442,70.7107,70.6617
443,70.7107,70.6617
444,70.7107,70.6617
445,70.7107,70.6617
446,70.7107,70.6617
447,70.7107,70.6617
448,70.7107,70.6617
449,70.7107,70.6617
450,70.7107,70.6617
451,70.7107,70.6617
452,70.7107,70.6617
453,70.7107,70.6617
454,70.7107,70.6617
455,70.7107,70.6617
456,70.7107,70.6617
457,70.7107,70.6617
458,70.7107,70.6617
459,70.7107,70.6617
460,70.7107,70.6617
461,70.7107,70.6617
462,70.7107,70.6617
463,70.7107,70.6617
464,70.7107,70.6617
465,70.7107,70.6617
466,70.7107,70.6617
467,70.7107,70.6617
468,70.7107,70.6617
469,70.7107,70.6617
470,70.7107,70.6617
471,70.7107,70.6617
472,70.7107,70.6617
473,70.7107,70.6617
474,70.7107,70.6617
475,70.7107,70.6617
476,70.7107,70.6617
477,70.7107,70.6617
478,70.7107,70.6617
479,70.7107,70.6617
480,70.7107,70.6617
481,70.7107,70.6617
482,70.7107,70.6617
483,70.7107,70.6617
484,70.7107,70.6617
485,70.7107,70.6617
486,70.7107,70.6617
487,70.7107,70.6617
488,70.7107,70.6617
489,70.7107,70.6617
490,70.7107,70.6617
491,70.7107,70.6617
492,70.7107,70.6617
493,70.7107,70.6617
494,70.7107,70.6617
495,70.7107,70.6617
496,70.7107,70.6617
497,70.7107,70.6617
498,70.7107,70.6617
499,70.7107,70.6617
500,70.7107,70.6617
501,70.7107,70.6617
502,70.7107,70.6617
503,70.7107,70.6617
504,70.7107,70.6617
505,70.7107,70.6617
506,70.7107,70.6617
507,70.7107,70.6617
508,70.7107,70.6617
509,70.7107,70.6617
510,70.7107,70.6617
511,70.7107,70.6617
512,70.7107,70.6617
513,70.7107,70.6617
514,70.7107,70.6617
515,70.7107,70.6617
516,70.7107,70.6617
517,70.7107,70.6617
518,70.7107,70.6617
519,70.7107,70.6617
520,70.7107,70.6617
521,70.7107,70.6617
522,70.7107,70.6617
523,70.7107,70.6617
524,70.7107,70.6617
525,70.7107,70.6617
526,70.7107,70.6617
527,70.7107,70.6617
528,70.7107,70.6617
529,70.7107,70.6617
530,70.7107,70.6617
531,70.7107,70.6617
532,70.7107,70.6617
533,70.7107,70.6617
534,70.7107,70.6617
535,70.7107,70.6617
536,70.7107,70.6617
537,70.7107,70.6617
538,70.7107,70.6617
539,70.7107,70.6617
540,70.7107,70.6617
541,70.7107,70.6617
542,70.7107,70.6617
543,70.7107,70.6617
544,70.7107,70.6617
545,70.7107,70.6617
546,70.7107,70.6617
547,70.7107,70.6617
548,70.7107,70.6617
549,70.7107,70.6617
550,70.7107,70.6617
551,70.7107,70.6617
552,70.7107,70.6617
553,70.7107,70.6617
554,70.7107,70.6617
555,70.7107,70.6617
556,70.7107,70.6617
557,70.7107,70.6617
558,70.7107,70.6617
559,70.7107,70.6617
560,70.7107,70.6617
561,70.7107,70.6617
562,70.7107,70.6617
563,70.7107,70.6617
564,70.7107,70.6617
565,70.7107,70.6617
566,70.7107,70.6617
567,70.7107,70.6617
568,70.7107,70.6617
569,70.7107,70.6617
570,70.7107,70.6617
571,70.7107,70.6617
572,70.7107,70.6617
573,70.7107,70.6617
574,70.7107,70.6617
575,70.7107,70.6617
576,70.7107,70.6617
577,70.7107,70.6617
578,70.7107,70.6617
579,70.7107,70.6617
580,70.7107,70.6617
581,70.7107,70.6617
582,70.7107,70.6617
583,70.7107,70.6617
584,70.7107,70.6617
585,70.7107,70.6617
586,70.7107,70.6617
587,70.7107,70.6617
588,70.7107,70.6617
589,70.7107,70.6617
590,70.7107,70.6617
591,70.7107,70.6617
592,70.7107,70.6617
593,70.7107,70.6617
594,70.7107,70.6617
595,70.7107,70.6617
596,70.7107,70.6617
597,70.7107,70.6617
598,70.7107,70.6617
599,70.7107,70.6617
600,70.7107,70.6617
601,70.7107,70.6617
602,70.7107,70.6617
603,70.7107,70.6617
604,70.7107,70.6617
605,70.7107,70.6617
606,70.7107,70.6617
607,70.7107,70.6617
608,70.7107,70.6617
609,70.7107,70.6617
610,70.7107,70.6617
611,70.7107,70.6617
612,70.7107,70.6617
613,70.7107,70.6617
614,70.7107,70.6617
615,70.7107,70.6617
616,70.7107,70.6617
617,70.7107,70.6617
618,70.7107,70.6617
619,70.7107,70.6617
620,70.7107,70.6617
621,70.7107,70.6617
622,70.7107,70.6617
623,70.7107,70.6617
624,70.7107,70.6617
625,70.7107,70.6617
626,70.7107,70.6617
627,70.7107,70.6617
628,70.7107,70.6617
629,70.7107,70.6617
630,70.7107,70.6617
631,70.7107,70.6617
632,70.7107,70.6617
633,70.7107,70.6617
634,70.7107,70.6617
635,70.7107,70.6617
636,70.7107,70.6617
637,70.7107,70.6617
638,70.7107,70.6617
639,70.7107,70.6617
640,70.7107,70.6617
641,70.7107,70.6617
642,70.7107,70.6617
643,70.7107,70.6617
644,70.7107,70.6617
645,70.7107,70.6617
646,70.7107,70.6617
647,70.7107,70.6617
648,70.7107,70.6617
649,70.7107,70.6617
650,70.7107,70.6617
651,70.7107,70.6617
652,70.7107,70.6617
653,70.7107,70.6617
654,70.7107,70.6617
655,70.7107,70.6617
656,70.7107,70.6617
657,70.7107,70.6617
658,70.7107,70.6617
659,70.7107,70.6617
660,70.7107,70.6617
661,70.7107,70.6617
662,70.7107,70.6617
663,70.7107,70.6617
664,70.7107,70.6617
665,70.7107,70.6617
666,70.7107,70.6617
667,70.7107,70.6617
668,70.7107,70.6617
669,70.7107,70.6617
670,70.7107,70.6617
671,70.7107,70.6617
672,70.7107,70.6617
673,70.7107,70.6617
674,70.7107,70.6617
675,70.7107,70.6617
676,70.7107,70.6617
677,70.7107,70.6617
678,70.7107,70.6617
679,70.7107,70.6617
680,70.7107,70.6617
681,70.7107,70.6617
682,70.7107,70.6617
683,70.7107,70.6617
684,70.7107,70.6617
685,70.7107,70.6617
686,70.7107,70.6617
687,70.7107,70.6617
688,70.7107,70.6617
689,70.7107,70.6617
690,70.7107,70.6617
691,70.7107,70.6617
692,70.7107,70.6617
693,70.7107,70.6617
694,70.7107,70.6617
695,70.7107,70.6617
696,70.7107,70.6617
697,70.7107,70.6617
698,70.7107,70.6617
699,70.7107,70.6617
700,70.7107,70.6617
701,70.7107,70.6617
702,70.7107,70.6617
703,70.7107,70.6617
704,70.7107,70.6617
705,70.7107,70.6617
706,70.7107,70.6617
707,70.7107,70.6617
708,70.7107,70.6617
709,70.7107,70.6617
710,70.7107,70.6617
711,70.7107,70.6617
712,70.7107,70.6617
713,70.7107,70.6617
714,70.7107,70.6617
715,70.7107,70.6617
716,70.7107,70.6617
717,70.7107,70.6617
718,70.7107,70.6617
719,70.7107,70.6617
720,70.7107,70.6617
721,70.7107,70.6617
722,70.7107,70.6617
723,70.7107,70.6617
724,70.7107,70.6617
725,70.7107,70.6617
726,70.7107,70.6617
727,70.7107,70.6617
728,70.7107,70.6617
729,70.7107,70.6617
730,70.7107,70.6617
731,70.7107,70.6617
732,70.7107,70.6617
733,70.7107,70.6617
734,70.7107,70.6617
735,70.7107,70.6617
736,70.7107,70.6617
737,70.7107,70.6617
738,70.7107,70.6617
739,70.7107,70.6617
740,70.7107,70.6617
741,70.7107,70.6617
742,70.7107,70.6617
743,70.7107,70.6617
744,70.7107,70.6617
745,70.7107,70.6617
746,70.7107,70.6617
747,70.7107,70.6617
748,70.7107,70.6617
749,70.7107,70.6617
750,70.7107,70.6617
751,70.7107,70.6617
752,70.7107,70.6617
753,70.7107,70.6617
754,70.7107,70.6617
755,70.7107,70.6617
756,70.7107,70.6617
757,70.7107,70.6617
758,70.7107,70.6617
759,70.7107,70.6617
760,70.7107,70.6617
761,70.7107,70.6617
762,70.7107,70.6617
763,70.7107,70.6617
764,70.7107,70.6617
765,70.7107,70.6617
766,70.7107,70.6617
767,70.7107,70.6617
768,70.7107,70.6617
769,70.7107,70.6617
770,70.7107,70.6617
771,70.7107,70.6617
772,70.7107,70.6617
773,70.7107,70.6617
774,70.7107,70.6617
775,70.7107,70.6617
776,70.7107,70.6617
777,70.7107,70.6617
778,70.7107,70.6617
779,70.7107,70.6617
780,70.7107,70.6617
781,70.7107,70.6617
782,70.7107,70.6617
783,70.7107,70.6617
784,70.7107,70.6617
785,70.7107,70.6617
786,70.7107,70.6617
787,70.7107,70.6617
788,70.7107,70.6617
789,70.7107,70.6617
790,70.7107,70.6617
791,70.7107,70.6617
792,70.7107,70.6617
793,70.7107,70.6617
794,70.7107,70.6617
795,70.7107,70.6617
796,70.7107,70.6617
797,70.7107,70.6617
798,70.7107,70.6617
799,70.7107,70.6617
800,70.7107,70.6617
801,70.7107,70.6617
802,70.7107,70.6617
803,70.7107,70.6617
804,70.7107,70.6617
805,70.7107,70.6617
806,70.7107,70.6617
807,70.7107,70.6617
808,70.7107,70.6617
809,70.7107,70.6617
810,70.7107,70.6617
811,70.7107,70.6617
812,70.7107,70.6617
813,70.7107,70.6617
814,70.7107,70.6617
815,70.7107,70.6617
816,70.7107,70.6617
817,70.7107,70.6617
818,70.7107,70.6617
819,70.7107,70.6617
820,70.7107,70.6617
821,70.7107,70.6617
822,70.7107,70.6617
823,70.7107,70.6617
824,70.7107,70.6617
825,70.7107,70.6617
826,70.7107,70.6617
827,70.7107,70.6617
828,70.7107,70.6617
829,70.7107,70.6617
830,70.7107,70.6617
831,70.7107,70.6617
832,70.7107,70.6617
833,70.7107,70.6617
834,70.7107,70.6617
835,70.7107,70.6617
836,70.7107,70.6617
837,70.7107,70.6617
838,70.7107,70.6617
839,70.7107,70.6617
840,70.7107,70.6617
841,70.7107,70.6617
842,70.7107,70.6617
843,70.7107,70.6617
844,70.7107,70.6617
845,70.7107,70.6617
846,70.7107,70.6617
847,70.7107,70.6617
848,70.7107,70.6617
849,70.7107,70.6617
850,70.7107,70.6617
851,70.7107,70.6617
852,70.7107,70.6617
853,70.7107,70.6617
854,70.7107,70.6617
855,70.7107,70.6617
856,70.7107,70.6617
857,70.7107,70.6617
858,70.7107,70.6617
859,70.7107,70.6617
860,70.7107,70.6617
861,70.7107,70.6617
862,70.7107,70.6617
863,70.7107,70.6617
864,70.7107,70.6617
865,70.7107,70.6617
866,70.7107,70.6617
867,70.7107,70.6617
868,70.7107,70.6617
869,70.7107,70.6617
870,70.7107,70.6617
871,70.7107,70.6617
872,70.7107,70.6617
873,70.7107,70.6617
874,70.7107,70.6617
875,70.7107,70.6617
876,70.7107,70.6617
877,70.7107,70.6617
878,70.7107,70.6617
879,70.7107,70.6617
880,70.7107,70.6617
881,70.7107,70.6617
882,70.7107,70.6617
883,70.7107,70.6617
884,70.7107,70.6617
885,70.7107,70.6617
886,70.7107,70.6617
887,70.7107,70.6617
888,70.7107,70.6617
889,70.7107,70.6617
890,70.7107,70.6617
891,70.7107,70.6617
892,70.7107,70.6617
893,70.7107,70.6617
894,70.7107,70.6617
895,70.7107,70.6617
896,70.7107,70.6617
897,70.7107,70.6617
898,70.7107,70.6617
899,70.7107,70.6617
900,70.7107,70.6617
901,70.7107,70.6617
902,70.7107,70.6617
903,70.7107,70.6617
904,70.7107,70.6617
905,70.7107,70.6617
906,70.7107,70.6617
907,70.7107,70.6617
908,70.7107,70.6617
909,70.7107,70.6617
910,70.7107,70.6617
911,70.7107,70.6617
912,70.7107,70.6617
913,70.7107,70.6617
914,70.7107,70.6617
915,70.7107,70.6617
916,70.7107,70.6617
917,70.7107,70.6617
918,70.7107,70.6617
919,70.7107,70.6617
920,70.7107,70.6617
921,70.7107,70.6617
922,70.7107,70.6617
923,70.7107,70.6617
924,70.7107,70.6617
925,70.7107,70.6617
926,70.7107,70.6617
927,70.7107,70.6617
928,70.7107,70.6617
929,70.7107,70.6617
930,70.7107,70.6617
931,70.7107,70.6617
932,70.7107,70.6617
933,70.7107,70.6617
934,70.7107,70.6617
935,70.7107,70.6617
936,70.7107,70.6617
937,70.7107,70.6617
938,70.7107,70.6617
939,70.7107,70.6617
940,70.7107,70.6617
941,70.7107,70.6617
942,70.7107,70.6617
943,70.7107,70.6617
944,70.7107,70.6617
945,70.7107,70.6617
946,70.7107,70.6617
947,70.7107,70.6617
948,70.7107,70.6617
949,70.7107,70.6617
950,70.7107,70.6617
951,70.7107,70.6617
952,70.7107,70.6617
953,70.7107,70.6617
954,70.7107,70.6617
955,70.7107,70.6617
956,70.7107,70.6617
957,70.7107,70.6617
958,70.7107,70.6617
959,70.7107,70.6617
960,70.7107,70.6617
961,70.7107,70.6617
962,70.7107,70.6617
963,70.7107,70.6617
964,70.7107,70.6617
965,70.7107,70.6617
966,70.7107,70.6617
967,70.7107,70.6617
968,70.7107,70.6617
969,70.7107,70.6617
970,70.7107,70.6617
971,70.7107,70.6617
972,70.7107,70.6617
973,70.7107,70.6617
974,70.7107,70.6617
975,70.7107,70.6617
976,70.7107,70.6617
977,70.7107,70.6617
978,70.7107,70.6617
979,70.7107,70.6617
980,70.7107,70.6617
981,70.7107,70.6617
982,70.7107,70.6617
983,70.7107,70.6617
984,70.7107,70.6617
985,70.7107,70.6617
986,70.7107,70.6617
987,70.7107,70.6617
988,70.7107,70.6617
989,70.7107,70.6617
990,70.7107,70.6617
991,70.7107,70.6617
992,70.7107,70.6617
993,70.7107,70.6617
994,70.7107,70.6617
995,70.7107,70.6617
996,70.7107,70.6617
997,70.7107,70.6617
998,70.7107,70.6617
999,70.7107,70.6617
1000,70.7107,70.6617
1001,70.7107,70.6617
1002,70.7107,70.6617
1003,70.7107,70.6617
1004,70.7107,70.6617
1005,70.7107,70.6617
1006,70.7107,70.6617
1007,70.7107,70.6617
1008,70.7107,70.6617
1009,70.7107,70.6617
1010,70.7107,70.6617
1011,70.7107,70.6617
1012,70.7107,70.6617
1013,70.7107,70.6617
1014,70.7107,70.6617
1015,70.7107,70.6617
1016,70.7107,70.6617
1017,70.7107,70.6617
1018,70.7107,70.6617
1019,70.7107,70.6617
1020,70.7107,70.6617
1021,70.7107,70.6617
1022,70.7107,70.6617
1023,70.7107,70.6617
1024,70.7107,70.6617
1025,70.7107,70.6617
1026,70.7107,70.6617
1027,70.7107,70.6617
1028,70.7107,70.6617
1029,70.7107,70.6617
1030,70.7107,70.6617
1031,70.7107,70.6617
1032,70.7107,70.6617
1033,70.7107,70.6617
1034,70.7107,70.6617
1035,70.7107,70.6617
1036,70.7107,70.6617
1037,70.7107,70.6617
1038,70.7107,70.6617
1039,70.7107,70.6617
1040,70.7107,70.6617
1041,70.7107,70.6617
1042,70.7107,70.6617
1043,70.7107,70.6617
1044,70.7107,70.6617
1045,70.7107,70.6617
1046,70.7107,70.6617
1047,70.7107,70.6617
1048,70.7107,70.6617
1049,70.7107,70.6617
1050,70.7107,70.6617
1051,70.7107,70.6617
1052,70.7107,70.6617
1053,70.7107,70.6617
1054,70.7107,70.6617
1055,70.7107,70.6617
1056,70.7107,70.6617
1057,70.7107,70.6617
1058,70.7107,70.6617
1059,70.7107,70.6617
1060,70.7107,70.6617
1061,70.7107,70.6617
1062,70.7107,70.6617
1063,70.7107,70.6617
1064,70.7107,70.6617
1065,70.7107,70.6617
1066,70.7107,70.6617
1067,70.7107,70.6617
1068,70.7107,70.6617
1069,70.7107,70.6617
1070,70.7107,70.6617
1071,70.7107,70.6617
1072,70.7107,70.6617
1073,70.7107,70.6617
1074,70.7107,70.6617
1075,70.7107,70.6617
1076,70.7107,70.6617
1077,70.7107,70.6617
1078,70.7107,70.6617
1079,70.7107,70.6617
1080,70.7107,70.6617
1081,70.7107,70.6617
1082,70.7107,70.6617
1083,70.7107,70.6617
1084,70.7107,70.6617
1085,70.7107,70.6617
1086,70.7107,70.6617
1087,70.7107,70.6617
1088,70.7107,70.6617
1089,70.7107,70.6617
1090,70.7107,70.6617
1091,70.7107,70.6617
1092,70.7107,70.6617
1093,70.7107,70.6617
1094,70.7107,70.6617
1095,70.7107,70.6617
1096,70.7107,70.6617
1097,70.7107,70.6617
1098,70.7107,70.6617
1099,70.7107,70.6617
1100,70.7107,70.6617
1101,70.7107,70.6617
1102,70.7107,70.6617
1103,70.7107,70.6617
1104,70.7107,70.6617
1105,70.7107,70.6617
1106,70.7107,70.6617
1107,70.7107,70.6617
1108,70.7107,70.6617
1109,70.7107,70.6617
1110,70.7107,70.6617
1111,70.7107,70.6617
1112,70.7107,70.6617
1113,70.7107,70.6617
1114,70.7107,70.6617
1115,70.7107,70.6617
1116,70.7107,70.6617
1117,70.7107,70.6617
1118,70.7107,70.6617
1119,70.7107,70.6617
1120,70.7107,70.6617
1121,70.7107,70.6617
1122,70.7107,70.6617
1123,70.7107,70.6617
1124,70.7107,70.6617
1125,70.7107,70.6617
1126,70.7107,70.6617
1127,70.7107,70.6617
1128,70.7107,70.6617
1129,70.7107,70.6617
1130,70.7107,70.6617
1131,70.7107,70.6617
1132,70.7107,70.6617
1133,70.7107,70.6617
1134,70.7107,70.6617
1135,70.7107,70.6617
1136,70.7107,70.6617
1137,70.7107,70.6617
1138,70.7107,70.6617
1139,70.7107,70.6617
1140,70.7107,70.6617
1141,70.7107,70.6617
1142,70.7107,70.6617
1143,70.7107,70.6617
1144,70.7107,70.6617
1145,70.7107,70.6617
1146,70.7107,70.6617
1147,70.7107,70.6617
1148,70.7107,70.6617
1149,70.7107,70.6617
1150,70.7107,70.6617
1151,70.7107,70.6617
